key_z,ion,element_raw,wavelength_air_A,excitation_potential_eV,gf_linelist_vald,reference_code,hfs_n_components,nist_log_gf,nist_grade,nist_acc_pct,nist_ref_tp,nist_ref_line,nist_wavelength_A,nist_ei_eV,n_nist_candidates,adjudicated,delta_nist_minus_vald,log_gf_used,gf_grade,gf_grade_source,gf_sigma_dex,gf_reference_tag,gf_ref_loggf,gf_delta_dex,gf_note
26,1,Fe 1,3746.242,3.3014,-1.867,VALD3,1,,,,,,,,0,False,,-1.867,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-1.867,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3746.475,2.1979,-2.415,VALD3,1,-2.413975617613024,C,25.0,T5720,L11631,3746.4744,2.1978664,1,True,0.0010243823869759,-2.413975617613024,GF-NIST,NIST ASD accuracy class C (<=25.0% on A_ki),0.09691001300805642,NIST ASD (astroquery) T5720,-2.413975617613024,0.0,"graded against NIST ASD, which for Fe I in this regime is largely a COMPILATION — agreement proves no transcription error, not independence (RYA-760: FMW *is* NIST and VALD copies it)"
26,1,Fe 1,3746.656,4.1426,-2.667,VALD3,1,,,,,,,,0,False,,-2.667,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-2.667,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3746.862,3.4149,-4.565,VALD3,1,,,,,,,,0,False,,-4.565,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-4.565,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3746.931381128215,2.998,-0.4350770503720307,VALD3,2,-0.4638204678627746,B+,7.0,T5720,L11631,3746.9267,2.99804479,1,True,-0.0287434174907438,-0.4638204678627746,GF-NIST,NIST ASD accuracy class B+ (<=7.0% on A_ki),0.029383777685209667,NIST ASD (astroquery) T5720,-0.4638204678627746,0.0,"graded against NIST ASD, which for Fe I in this regime is largely a COMPILATION — agreement proves no transcription error, not independence (RYA-760: FMW *is* NIST and VALD copies it)"
26,1,Fe 1,3747.321,4.3714,-4.363,VALD3,1,,,,,,,,0,False,,-4.363,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-4.363,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3747.472,3.9286,-3.621,VALD3,1,,,,,,,,0,False,,-3.621,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-3.621,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3747.512,3.9433,-2.515,VALD3,1,,,,,,,,0,False,,-2.515,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-2.515,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3747.73,3.9433,-3.905,VALD3,1,,,,,,,,0,False,,-3.905,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-3.905,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3748.205991169574,3.3965,-1.345095211284543,VALD3,2,,,,,,,,0,False,,-1.345095211284543,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-1.345095211284543,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3748.262,0.1101,-1.016,VALD3,1,-1.0163737128754655,A,3.0,T3547,L11631,3748.2619,0.11011433,1,True,-0.0003737128754655,-1.0163737128754655,GF-NIST,NIST ASD accuracy class A (<=3.0% on A_ki),0.012837224705172217,NIST ASD (astroquery) T3547,-1.0163737128754655,0.0,"graded against NIST ASD, which for Fe I in this regime is largely a COMPILATION — agreement proves no transcription error, not independence (RYA-760: FMW *is* NIST and VALD copies it)"
26,1,Fe 1,3748.285,3.332,-1.736,VALD3,1,,,,,,,,0,False,,-1.736,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-1.736,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3748.496,3.5732,-1.455,VALD3,1,,,,,,,,0,False,,-1.455,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-1.455,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3748.906,2.6924,-2.383,VALD3,1,,,,,,,,0,False,,-2.383,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-2.383,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3748.965,2.9398,-0.4649999999999999,VALD3,1,-0.4648325148850557,B,10.0,T5720,L11631,3748.9643,2.93984587,1,True,0.0001674851149442,-0.4648325148850557,GF-NIST,NIST ASD accuracy class B (<=10.0% on A_ki),0.04139268515822507,NIST ASD (astroquery) T5720,-0.4648325148850557,0.0,"graded against NIST ASD, which for Fe I in this regime is largely a COMPILATION — agreement proves no transcription error, not independence (RYA-760: FMW *is* NIST and VALD copies it)"
26,1,Fe 1,3749.485,0.9146,0.161,VALD3,1,0.1610683854711746,A,3.0,T3548,L11631,3749.4851,0.91460217,1,True,6.838547117460347e-05,0.1610683854711746,GF-NIST,NIST ASD accuracy class A (<=3.0% on A_ki),0.012837224705172217,NIST ASD (astroquery) T3548,0.1610683854711746,0.0,"graded against NIST ASD, which for Fe I in this regime is largely a COMPILATION — agreement proves no transcription error, not independence (RYA-760: FMW *is* NIST and VALD copies it)"
26,1,Fe 1,3750.681,2.6085,-2.497,VALD3,1,,,,,,,,0,False,,-2.497,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-2.497,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3751.064,3.8835,-2.598,VALD3,1,,,,,,,,0,False,,-2.598,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-2.598,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3751.0880000000006,2.1979,-2.829,VALD3,1,,,,,,,,0,False,,-2.829,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-2.829,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3751.821,2.6924,-2.045,VALD3,1,-2.0447934624580584,B,10.0,T5720,L11631,3751.8212,2.69240763,1,True,0.0002065375419415,-2.0447934624580584,GF-NIST,NIST ASD accuracy class B (<=10.0% on A_ki),0.04139268515822507,NIST ASD (astroquery) T5720,-2.0447934624580584,0.0,"graded against NIST ASD, which for Fe I in this regime is largely a COMPILATION — agreement proves no transcription error, not independence (RYA-760: FMW *is* NIST and VALD copies it)"
26,1,Fe 1,3751.899,3.9841,-2.815,VALD3,1,,,,,,,,0,False,,-2.815,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-2.815,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3752.414327754485,3.0385,-0.9152854036140174,VALD3,2,,,,,,,,0,False,,-0.9152854036140174,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-0.9152854036140174,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3752.856,2.8316,-2.563,VALD3,1,,,,,,,,0,False,,-2.563,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-2.563,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3752.988,3.4302,-1.85,VALD3,1,,,,,,,,0,False,,-1.85,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-1.85,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3753.138,2.4041,-2.505,VALD3,1,-2.505845405981557,B,10.0,T5720,L11631,3753.1375,2.40407444,1,True,-0.0008454059815572,-2.505845405981557,GF-NIST,NIST ASD accuracy class B (<=10.0% on A_ki),0.04139268515822507,NIST ASD (astroquery) T5720,-2.505845405981557,0.0,"graded against NIST ASD, which for Fe I in this regime is largely a COMPILATION — agreement proves no transcription error, not independence (RYA-760: FMW *is* NIST and VALD copies it)"
26,1,Fe 1,3753.61,2.1759,-0.89,VALD3,1,-0.8900841369762067,C,25.0,T5720,L11631,3753.6107,2.17594512,1,True,-8.413697620668348e-05,-0.8900841369762067,GF-NIST,NIST ASD accuracy class C (<=25.0% on A_ki),0.09691001300805642,NIST ASD (astroquery) T5720,-0.8900841369762067,0.0,"graded against NIST ASD, which for Fe I in this regime is largely a COMPILATION — agreement proves no transcription error, not independence (RYA-760: FMW *is* NIST and VALD copies it)"
26,1,Fe 1,3754.102,4.1034,-4.563,VALD3,1,,,,,,,,0,False,,-4.563,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-4.563,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3754.129,4.0758,-2.523,VALD3,1,,,,,,,,0,False,,-2.523,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-2.523,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3754.313000000001,3.9841,-3.16,VALD3,1,,,,,,,,0,False,,-3.16,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-3.16,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3754.5,2.998,-1.337,VALD3,1,-1.3366760663717878,C+,18.0,T5720,L11631,3754.4999,2.99804479,1,True,0.0003239336282121,-1.3366760663717878,GF-NIST,NIST ASD accuracy class C+ (<=18.0% on A_ki),0.07188200730612536,NIST ASD (astroquery) T5720,-1.3366760663717878,0.0,"graded against NIST ASD, which for Fe I in this regime is largely a COMPILATION — agreement proves no transcription error, not independence (RYA-760: FMW *is* NIST and VALD copies it)"
26,1,Fe 1,3754.653,3.5732,-1.514,VALD3,1,,,,,,,,0,False,,-1.514,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-1.514,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3754.893,3.6946,-2.396,VALD3,1,,,,,,,,0,False,,-2.396,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-2.396,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3755.085,4.0758,-2.967,VALD3,1,,,,,,,,0,False,,-2.967,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-2.967,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3755.114,4.1034,-2.421,VALD3,1,,,,,,,,0,False,,-2.421,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-2.421,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3755.298,4.1544,-3.718,VALD3,1,,,,,,,,0,False,,-3.718,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-3.718,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3756.068,2.1759,-2.119,VALD3,1,-2.11747546204512,C+,18.0,T5720,L11631,3756.068,2.17594512,1,True,0.00152453795488,-2.11747546204512,GF-NIST,NIST ASD accuracy class C+ (<=18.0% on A_ki),0.07188200730612536,NIST ASD (astroquery) T5720,-2.11747546204512,0.0,"graded against NIST ASD, which for Fe I in this regime is largely a COMPILATION — agreement proves no transcription error, not independence (RYA-760: FMW *is* NIST and VALD copies it)"
26,1,Fe 1,3756.869,4.1864,-1.676,VALD3,1,,,,,,,,0,False,,-1.676,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-1.676,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3756.937,3.5732,-0.25,VALD3,1,-0.2773660774661877,D+,40.0,T2491n,L11631,3756.9371,3.5732189,1,True,-0.0273660774661876,-0.2773660774661877,GF-NIST,NIST ASD accuracy class D+ (<=40.0% on A_ki),0.146128035678238,NIST ASD (astroquery) T2491n,-0.2773660774661877,0.0,"graded against NIST ASD, which for Fe I in this regime is largely a COMPILATION — agreement proves no transcription error, not independence (RYA-760: FMW *is* NIST and VALD copies it)"
26,1,Fe 1,3757.454,3.3009,-1.28,VALD3,1,-1.279840696594043,C+,18.0,T5720,L11631,3757.4544,3.30092244,1,True,0.000159303405957,-1.279840696594043,GF-NIST,NIST ASD accuracy class C+ (<=18.0% on A_ki),0.07188200730612536,NIST ASD (astroquery) T5720,-1.279840696594043,0.0,"graded against NIST ASD, which for Fe I in this regime is largely a COMPILATION — agreement proves no transcription error, not independence (RYA-760: FMW *is* NIST and VALD copies it)"
26,1,Fe 1,3757.9650000000006,3.2671,-2.858,VALD3,1,,,,,,,,0,False,,-2.858,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-2.858,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3758.025,3.3683,-1.478,VALD3,1,,,,,,,,0,False,,-1.478,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-1.478,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3758.111,3.417,-1.79,VALD3,1,,,,,,,,0,False,,-1.79,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-1.79,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3758.233,0.9582,-0.0269999999999999,VALD3,1,-0.0277971616209355,A,3.0,T3548,L11631,3758.2327,0.95815732,1,True,-0.0007971616209355,-0.0277971616209355,GF-NIST,NIST ASD accuracy class A (<=3.0% on A_ki),0.012837224705172217,NIST ASD (astroquery) T3548,-0.0277971616209355,0.0,"graded against NIST ASD, which for Fe I in this regime is largely a COMPILATION — agreement proves no transcription error, not independence (RYA-760: FMW *is* NIST and VALD copies it)"
26,1,Fe 1,3758.252,4.1426,-3.227,VALD3,1,,,,,,,,0,False,,-3.227,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-3.227,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3758.775,3.9286,-2.266,VALD3,1,,,,,,,,0,False,,-2.266,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-2.266,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3759.064,2.8316,-2.166,VALD3,1,,,,,,,,0,False,,-2.166,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-2.166,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3759.154,3.6343,-0.974,VALD3,1,-0.9738345911607478,C+,18.0,T5720,L11631,3759.1545,3.6343498,1,True,0.0001654088392522,-0.9738345911607478,GF-NIST,NIST ASD accuracy class C+ (<=18.0% on A_ki),0.07188200730612536,NIST ASD (astroquery) T5720,-0.9738345911607478,0.0,"graded against NIST ASD, which for Fe I in this regime is largely a COMPILATION — agreement proves no transcription error, not independence (RYA-760: FMW *is* NIST and VALD copies it)"
26,1,Fe 1,3759.581,3.4302,-1.579,VALD3,1,,,,,,,,0,False,,-1.579,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-1.579,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3759.758,4.1544,-2.986,VALD3,1,,,,,,,,0,False,,-2.986,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-2.986,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3760.049,2.4041,-0.847,VALD3,1,-0.8486301497525396,B,10.0,T4187,L11631,3760.0494,2.40407444,1,True,-0.0016301497525396,-0.8486301497525396,GF-NIST,NIST ASD accuracy class B (<=10.0% on A_ki),0.04139268515822507,NIST ASD (astroquery) T4187,-0.8486301497525396,0.0,"graded against NIST ASD, which for Fe I in this regime is largely a COMPILATION — agreement proves no transcription error, not independence (RYA-760: FMW *is* NIST and VALD copies it)"
26,1,Fe 1,3760.284,4.2089,-3.341,VALD3,1,,,,,,,,0,False,,-3.341,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-3.341,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3760.532,2.2227,-1.234,VALD3,1,-1.2350770153501116,B+,7.0,T5720,L11631,3760.5316,2.22271209,1,True,-0.0010770153501116,-1.2350770153501116,GF-NIST,NIST ASD accuracy class B+ (<=7.0% on A_ki),0.029383777685209667,NIST ASD (astroquery) T5720,-1.2350770153501116,0.0,"graded against NIST ASD, which for Fe I in this regime is largely a COMPILATION — agreement proves no transcription error, not independence (RYA-760: FMW *is* NIST and VALD copies it)"
26,1,Fe 1,3760.631,3.6946,-3.731,VALD3,1,,,,,,,,0,False,,-3.731,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-3.731,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3761.062,3.3683,-2.133,VALD3,1,,,,,,,,0,False,,-2.133,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-2.133,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3761.139,4.1544,-3.777,VALD3,1,,,,,,,,0,False,,-3.777,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-3.777,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3761.408,2.5881,-1.702,VALD3,1,-1.7015836199387055,B,10.0,T5720,L11631,3761.4083,2.58810592,1,True,0.0004163800612944,-1.7015836199387055,GF-NIST,NIST ASD accuracy class B (<=10.0% on A_ki),0.04139268515822507,NIST ASD (astroquery) T5720,-1.7015836199387055,0.0,"graded against NIST ASD, which for Fe I in this regime is largely a COMPILATION — agreement proves no transcription error, not independence (RYA-760: FMW *is* NIST and VALD copies it)"
26,1,Fe 1,3761.717000000001,3.9841,-1.689,VALD3,1,,,,,,,,0,False,,-1.689,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-1.689,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3761.857,3.9597,-2.408,VALD3,1,,,,,,,,0,False,,-2.408,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-2.408,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3762.154,3.417,-3.779,VALD3,1,,,,,,,,0,False,,-3.779,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-3.779,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
26,1,Fe 1,3762.203,3.3683,-1.18,VALD3,1,-1.2533658010624211,D,50.0,T2491n,L11631,3762.2034,3.3682564,1,True,-0.0733658010624211,-1.2533658010624211,GF-NIST,NIST ASD accuracy class D (<=50.0% on A_ki),0.17609125905568124,NIST ASD (astroquery) T2491n,-1.2533658010624211,0.0,"graded against NIST ASD, which for Fe I in this regime is largely a COMPILATION — agreement proves no transcription error, not independence (RYA-760: FMW *is* NIST and VALD copies it)"
26,1,Fe 1,3762.295,3.3965,-2.224,VALD3,1,,,,,,,,0,False,,-2.224,systematic:K07,no-tie->K07 (RYA-161 semi-empirical Kurucz systematic),0.2,VALD3,-2.224,0.0,"value confirmed against canonical_gf reference 'VALD3', but that reference publishes no per-line uncertainty we can cite and the line carries no NIST accuracy class — attributed, not graded. (NIST ASD itself is reachable again via astroquery; the lines1.pl CGI is broken only in its `unit` path — RYA-822.)"
